84      -12.716       0.7234      -28.571
85      -17.695       4.5287      -27.176
86      -12.716       4.5586      -28.571
87      -19.452       2.6217       -26.53
88      -19.452       6.4569       -26.53
89      -12.716       8.3938      -28.571
90       -14.95       2.6217       -26.53
91       -21.72       0.7234          -25
92       -14.95       6.4569       -26.53
93       -21.72       4.5586          -25
94      -17.218      0.72339          -25
95       -21.72       8.3938          -25
96      -17.184         4.52      -24.488
97      -17.218       8.3938          -25
98      -12.716       0.7234          -25
99      -12.716       4.5586          -25
100      -19.452       2.6217      -22.958
101      -12.716       8.3938          -25
102      -19.452       6.4569      -22.958
103       -14.95       2.6217      -22.958
104       -14.95       6.4569      -22.958
105       -21.72       0.7234      -21.429
106       -21.72       4.5586      -21.429
107      -17.218      0.72339      -21.429
108       -21.72       8.3938      -21.429
109      -17.218       8.3938      -21.429
110      -17.274       4.5369      -20.647
111      -12.716       0.7234      -21.429
112      -12.716       4.5586      -21.429
113      -12.716       8.3938      -21.429
114      -19.543       2.6386      -19.117
115      -19.543       6.4738      -19.117
116       -15.04       2.6386      -19.117
117       -15.04       6.4738      -19.117
118       -21.72       0.7234      -17.857
119       -21.72       4.5586      -17.857
120      -17.218      0.72339      -17.857
121       -21.72       8.3938      -17.857
122      -17.218       8.3938      -17.857
123      -12.716       0.7234      -17.857
124      -12.716       4.5586      -17.857
125      -17.365       4.5538      -16.806
126      -12.716       8.3938      -17.857
127      -19.543       2.6386      -15.546
128      -19.543       6.4738      -15.546
129       -15.04       2.6386      -15.546
130       -15.04       6.4738      -15.546
131       -21.72       0.7234      -14.286
132       -21.72       4.5586      -14.286
133      -17.218      0.72339      -14.286
134       -21.72       8.3938      -14.286
135      -17.196       4.5317      -13.733
136      -17.218       8.3938      -14.286
137      -12.716       0.7234      -14.286
138      -12.716       4.5586      -14.286
139      -12.716       8.3938      -14.286
140      -19.374       2.6165      -12.473
141      -19.374       6.4517      -12.473
142      -14.871       2.6165      -12.473
143      -14.871       6.4517      -12.473
144       -21.72       0.7234      -10.714
145       -21.72       4.5586      -10.714
146      -17.218      0.72339      -10.714
147      -17.027       4.5095      -10.661
148       -21.72       8.3938      -10.714
149      -17.218       8.3938      -10.714
150      -12.716       0.7234      -10.714
151      -12.716       4.5586      -10.714
152      -12.716       8.3938      -10.714
153      -19.374       2.6165      -8.9018
154      -19.374       6.4517      -8.9018
155      -14.871       2.6165      -8.9018
156      -14.871       6.4517      -8.9018
157       -21.72       0.7234      -7.1429
158       -21.72       4.5586      -7.1429
159      -17.218      0.72339      -7.1429
160      -17.023       4.7419      -7.3096
161       -21.72       8.3938      -7.1429
162      -17.218       8.3938      -7.1429
163      -12.716       0.7234      -7.1429
164      -12.716       4.5586      -7.1429
165      -12.716       8.3938      -7.1429
166      -19.369       2.8488      -5.5506
167      -19.369        6.684      -5.5506
168      -14.867       2.8488      -5.5506
169      -14.867        6.684      -5.5506
170       -21.72       0.7234      -3.5714
171      -17.019       4.9742      -3.9584
172       -21.72       4.5586      -3.5714
173      -17.218      0.72339      -3.5714
174       -21.72       8.3938      -3.5714
175      -17.218       8.3938      -3.5714
176      -12.716       0.7234      -3.5714
177      -12.716       4.5586      -3.5714
178      -12.716       8.3938      -3.5714
179      -19.369       2.8488      -1.9792
180      -19.369        6.684      -1.9792
181      -14.867       2.8488      -1.9792
182      -14.867        6.684      -1.9792
183       -21.72       0.7234            0
184       -21.72       4.5586            0
185      -17.218       0.7234            0
186      -17.218       4.5586            0
187       -21.72       8.3938            0
188      -17.218       8.3938            0
189      -12.716       0.7234            0
190      -12.716       4.5586            0
191      -12.716       8.3938            0
EndCoordinates

Elements
1 165 163 191 171 164 177 178 169 168 182
2 191 165 171 161 178 169 182 175 162 167
3 165 171 161 147 169 167 162 156 160 154
4 171 161 147 157 167 154 160 166 158 153
5 147 171 157 163 160 166 153 155 168 159
6 165 171 147 163 169 160 156 164 168 155
7 171 161 157 183 167 158 166 179 172 170
8 161 147 157 131 154 153 158 145 140 144
9 147 157 131 137 153 144 140 142 146 133
10 147 165 163 139 156 164 155 143 152 151
11 157 147 163 137 153 155 159 146 142 150
12 147 163 137 139 155 150 142 143 151 138
13 157 171 183 189 166 179 170 173 181 185
14 147 165 139 134 156 152 143 141 149 136
15 137 147 139 125 142 143 138 129 135 130
16 137 147 125 131 142 135 129 133 140 127
17 147 125 131 134 135 127 140 141 128 132
18 125 131 134 105 127 132 128 114 118 119
19 125 131 105 137 127 118 114 129 133 120
20 147 125 134 139 135 128 141 143 130 136
21 139 137 125 113 138 129 130 126 124 117
22 131 147 134 161 140 141 132 145 154 148
23 147 134 161 165 141 148 154 156 149 162
24 125 139 113 108 130 126 117 115 122 109
25 125 134 139 108 128 136 130 115 121 122
26 125 134 108 105 128 121 115 114 119 106
27 108 125 105 96 115 114 106 102 110 100
28 125 105 96 111 114 100 110 116 107 103
29 96 125 111 113 110 116 103 104 117 112
30 111 96 113 84 103 104 112 98 90 99
31 96 125 113 108 110 117 104 102 115 109
32 111 96 84 105 103 90 98 107 100 94
33 105 108 96 76 106 102 100 91 93 87
34 113 96 108 82 104 102 109 97 88 95
35 96 105 76 84 100 91 87 90 94 80
36 96 108 82 76 102 95 88 87 93 78
37 125 111 113 137 116 112 117 129 123 124
38 125 111 137 105 116 123 129 114 107 120
39 171 157 163 189 166 159 168 181 173 176
40 171 161 183 187 167 172 179 180 174 184
41 171 161 187 191 167 174 180 182 175 188
42 183 171 187 189 179 180 184 185 181 186
43 187 171 191 189 180 182 188 186 181 190
44 163 171 189 191 168 181 176 177 182 190
45 96 113 84 89 104 99 90 92 101 86
46 96 113 89 82 104 101 92 88 97 83
47 84 96 89 73 90 92 86 79 85 81
48 84 96 73 76 90 85 79 80 87 74
49 96 73 76 82 85 74 87 88 77 78
50 73 76 82 48 74 78 77 61 62 64
51 73 76 48 58 74 62 61 65 66 52
52 96 73 82 89 85 77 88 92 81 83
53 73 84 76 58 79 80 74 65 71 66
54 73 82 89 55 77 83 81 63 69 70
55 73 82 55 48 77 69 63 61 64 50
56 89 84 73 58 86 79 81 72 71 65
57 55 73 48 47 63 61 50 51 59 43
58 48 55 47 11 50 51 43 29 32 26
59 73 48 47 58 61 43 59 65 52 53
60 47 73 58 67 59 65 53 56 68 60
61 58 47 67 44 53 56 60 49 42 54
62 47 67 44 55 56 54 42 51 57 45
63 47 73 67 55 59 68 56 51 63 57
64 48 47 58 34 43 53 52 36 39 46
65 47 58 34 44 53 46 39 42 49 38
66 47 48 11 34 43 29 26 39 36 16
67 34 47 44 14 39 42 38 22 30 31
68 44 34 14 20 38 22 31 27 24 12
69 34 47 14 11 39 30 22 16 26 10
70 14 34 11 20 22 16 10 12 24 7
71 47 14 11 55 30 10 26 51 35 32
72 47 44 14 55 42 31 30 51 45 35
73 14 11 55 28 10 32 35 18 15 41
74 14 11 28 1 10 15 18 4 2 6
75 14 11 1 20 10 2 4 12 7 5
76 55 14 28 44 35 18 41 45 31 33
77 14 28 44 37 18 33 31 21 23 40
78 44 14 37 20 31 21 40 27 12 25
79 28 14 1 13 18 4 6 17 9 3
80 28 14 13 37 18 9 17 23 21 19
81 14 1 13 20 4 3 9 12 5 8
82 67 58 89 73 60 72 75 68 65 81
83 89 67 73 55 75 68 81 70 57 63
84 14 37 20 13 21 25 12 9 19 8
EndElements

Dirichlet_X
1            0
3            0
5            0
8            0
13            0
19            0
20            0
25            0
37            0
183            0
184            0
185            0
186            0
187            0
188            0
189            0
190            0
191            0
EndDirichlet_X

Dirichlet_Y
1            0
3            0
5            0
8            0
13            0
19            0
20            0
25            0
37            0
183            0
184            0
185            0
186            0
187            0
188            0
189            0
190            0
191            0
EndDirichlet_Y

Dirichlet_Z
1            0
3            0
5            0
8            0
13            0
19            0
20            0
25            0
37            0
183            0
184            0
185            0
186            0
187            0
188            0
189            0
190            0
191            0
EndDirichlet_Z

Neumann
20           54
24           54
25           54
27           54
34           54
37           54
38           54
40           54
44           54
46           54
49           54
54           54
58           54
60           54
67           54
71           54
72           54
75           54
84           54
86           54
89           54
98           54
99           54
101           54
111           54
112           54
113           54
123           54
124           54
126           54
137           54
138           54
139           54
150           54
151           54
152           54
163           54
164           54
165           54
176           54
177           54
178           54
189           54
190           54
191           54
EndNeumann
